1.10	7.69	xyz
10.11	21.82	xyz
21.83	32.22	xyz
36.17	38.85	xyz
45.62	65.40	xyz
65.92	87.76	xyz
87.77	96.19	xyz
98.53	106.12	xyz
106.27	110.19	xyz
121.08	131.93	xyz
134.71	142.95	xyz
142.96	149.98	xyz
150.91	161.75	xyz
161.76	165.05	xyz
165.06	169.78	xyz
174.29	177.90	xyz
177.91	183.73	xyz
183.74	193.26	xyz
195.35	204.55	xyz
204.56	213.20	xyz
213.21	219.50	xyz
223.47	224.89	xyz
242.03	244.53	xyz
244.54	248.70	xyz
248.71	255.64	xyz
255.65	271.43	xyz
283.11	288.91	xyz
298.86	319.66	xyz
319.67	329.12	xyz
329.13	345.32	xyz
350.85	353.69	xyz
360.65	365.09	xyz
