0.01	7.33	xyz
7.34	21.51	xyz
21.52	42.71	xyz
42.72	59.27	xyz
59.28	63.59	xyz
65.97	75.89	xyz
89.03	95.53	xyz
127.31	137.97	xyz
137.98	150.32	xyz
150.33	168.78	xyz
171.80	187.24	xyz
187.25	192.72	xyz
192.73	197.63	xyz
197.64	210.63	xyz
210.64	225.46	xyz
225.47	246.85	xyz
249.61	253.64	xyz
259.09	276.04	xyz
289.18	292.65	xyz
296.51	303.61	xyz
303.62	321.10	xyz
321.11	340.34	xyz
343.16	353.03	xyz
355.16	362.16	xyz
362.17	378.35	xyz
389.02	393.98	xyz
393.99	402.51	xyz
415.27	418.80	xyz
421.54	435.58	xyz
435.59	443.72	xyz
443.73	450.68	xyz
450.69	453.70	xyz
464.13	469.71	xyz
471.02	475.12	xyz
475.13	478.02	xyz
478.03	490.46	xyz
490.47	495.39	xyz
495.40	514.60	xyz
514.61	520.79	xyz
520.80	525.59	xyz
528.32	537.51	xyz
538.35	554.03	xyz
554.04	564.76	xyz
564.77	574.84	xyz
577.18	584.58	xyz
584.59	589.92	xyz
589.93	600.77	xyz
600.78	607.74	xyz
607.75	621.63	xyz
621.64	628.21	xyz
631.90	639.66	xyz
639.67	644.49	xyz
644.50	648.77	xyz
648.78	655.48	xyz
655.49	665.88	xyz
675.78	687.89	xyz
687.90	701.79	xyz
701.80	708.15	xyz
714.84	722.85	xyz
722.86	728.30	xyz
728.31	738.90	xyz
738.91	744.36	xyz
744.37	750.24	xyz
750.25	764.75	xyz
769.56	773.08	xyz
773.09	775.16	xyz
