0.00	7.50	xyz
7.51	19.10	xyz
19.11	33.34	xyz
33.35	48.23	xyz
48.24	59.41	xyz
66.66	71.21	xyz
71.22	87.17	xyz
87.18	92.23	xyz
92.24	95.94	xyz
95.95	101.43	xyz
115.13	119.30	xyz
128.01	131.30	xyz
136.28	143.26	xyz
151.45	154.24	xyz
165.65	179.76	xyz
180.91	186.58	xyz
186.59	191.16	xyz
204.79	219.47	xyz
235.48	249.55	xyz
249.56	258.74	xyz
258.75	267.41	xyz
267.42	276.69	xyz
276.70	310.99	xyz
311.00	319.02	xyz
319.03	325.58	xyz
325.59	334.22	xyz
340.86	354.02	xyz
373.95	380.67	xyz
383.19	387.52	xyz
391.45	399.91	xyz
401.42	404.15	xyz
412.20	417.75	xyz
417.76	428.34	xyz
429.08	440.24	xyz
440.25	450.05	xyz
468.52	472.64	xyz
476.78	482.76	xyz
482.77	490.15	xyz
490.16	506.91	xyz
506.92	520.65	xyz
534.65	539.26	xyz
547.61	552.31	xyz
554.72	562.13	xyz
564.36	567.91	xyz
574.22	580.53	xyz
604.46	615.08	xyz
615.09	624.11	xyz
633.75	639.88	xyz
642.15	651.83	xyz
654.23	666.95	xyz
666.96	678.17	xyz
684.19	686.35	xyz
686.36	691.13	xyz
691.14	698.87	xyz
707.80	711.29	xyz
711.30	728.49	xyz
728.50	730.53	xyz
